Phytoplankton chl-specific absorption and scatter
Computed in 02PFTs_&constituents_data_files_optimized.R
# aPH compiled from literature (Literature_spectra6.xls) (m2 mgChla-1) and scaled
# bPH compiled from literature (Literature_spectra6.xls) (m2 mgChla-1) and scaled
# non-spectral bb ratio (-), it multiplies bPH in edeseu.F90
Format I4,4F10.4
Diatoms
 250    0.0014   0.0014   0.3144   0.0030
 325    0.0063   0.0063   0.3144   0.0030
 350    0.0120   0.0120   0.3144   0.0030
 375    0.0177   0.0177   0.3144   0.0030
 400    0.0227   0.0227   0.3144   0.0030
 425    0.0266   0.0266   0.2991   0.0030
 450    0.0253   0.0253   0.2893   0.0030
 475    0.0200   0.0200   0.2916   0.0030
 500    0.0161   0.0161   0.2933   0.0030
 525    0.0107   0.0107   0.2957   0.0030
 550    0.0068   0.0068   0.2947   0.0030
 575    0.0048   0.0048   0.2895   0.0030
 600    0.0045   0.0045   0.2801   0.0030
 625    0.0058   0.0058   0.2679   0.0030
 650    0.0069   0.0069   0.2527   0.0030
 675    0.0130   0.0130   0.2305   0.0030
 700    0.0031   0.0031   0.2411   0.0030
 725    0.0012   0.0012   0.2362   0.0030
 775    0.0002   0.0002   0.2362   0.0030
Flagellates
 250    0.0027   0.0027   0.2358   0.0050
 325    0.0124   0.0124   0.2358   0.0050
 350    0.0236   0.0236   0.2358   0.0050
 375    0.0348   0.0348   0.2358   0.0050
 400    0.0478   0.0478   0.2358   0.0050
 425    0.0596   0.0596   0.2301   0.0050
 450    0.0567   0.0567   0.2355   0.0050
 475    0.0484   0.0484   0.2498   0.0050
 500    0.0341   0.0341   0.2731   0.0050
 525    0.0181   0.0181   0.2983   0.0050
 550    0.0112   0.0112   0.3049   0.0050
 575    0.0104   0.0104   0.3062   0.0050
 600    0.0113   0.0113   0.3039   0.0050
 625    0.0136   0.0136   0.2976   0.0050
 650    0.0174   0.0174   0.2852   0.0050
 675    0.0280   0.0280   0.2644   0.0050
 700    0.0060   0.0060   0.2902   0.0050
 725    0.0016   0.0016   0.2940   0.0050
 775    0.0006   0.0006   0.2940   0.0050
Pico
 250    0.0030   0.0030   0.4338   0.0060
 325    0.0139   0.0139   0.4338   0.0060
 350    0.0264   0.0264   0.4338   0.0060
 375    0.0389   0.0389   0.4338   0.0060
 400    0.0524   0.0524   0.4338   0.0060
 425    0.0741   0.0741   0.4101   0.0060
 450    0.0750   0.0750   0.3971   0.0060
 475    0.0595   0.0595   0.3686   0.0060
 500    0.0413   0.0413   0.3438   0.0060
 525    0.0202   0.0202   0.3148   0.0060
 550    0.0174   0.0174   0.2891   0.0060
 575    0.0116   0.0116   0.2763   0.0060
 600    0.0090   0.0090   0.2527   0.0060
 625    0.0106   0.0106   0.2253   0.0060
 650    0.0156   0.0156   0.2041   0.0060
 675    0.0242   0.0242   0.1891   0.0060
 700    0.0051   0.0051   0.1950   0.0060
 725    0.0012   0.0012   0.1799   0.0060
 775    0.0000   0.0000   0.1799   0.0060
Dino
 250    0.0028   0.0028   0.2401   0.0050
 325    0.0128   0.0128   0.2401   0.0050
 350    0.0243   0.0243   0.2401   0.0050
 375    0.0358   0.0358   0.2401   0.0050
 400    0.0436   0.0436   0.2401   0.0050
 425    0.0445   0.0445   0.2333   0.0050
 450    0.0423   0.0423   0.2268   0.0050
 475    0.0359   0.0359   0.2271   0.0050
 500    0.0277   0.0277   0.2500   0.0050
 525    0.0198   0.0198   0.2651   0.0050
 550    0.0131   0.0131   0.2844   0.0050
 575    0.0084   0.0084   0.3061   0.0050
 600    0.0075   0.0075   0.3072   0.0050
 625    0.0085   0.0085   0.3109   0.0050
 650    0.0101   0.0101   0.3114   0.0050
 675    0.0208   0.0208   0.2922   0.0050
 700    0.0037   0.0037   0.3206   0.0050
 725    0.0005   0.0005   0.3417   0.0050
 775    0.0000   0.0000   0.3417   0.0050
